title,user name,date,comments,views,up votes
motorcyclist dies running,jason2000,12/04/2022,8,4790,5
2 Fatal Bull Attacks,jason2000,12/04/2022,17,53714,31
LOL: Electric Scooter Collided into a Waitress,Roger_From_England,12/04/2022,18,29914,21
Train crashed into a car in Argentina,Roger_From_England,12/04/2022,4,3932,3
"A child was hit by a car in Seryshevo, Russia",Roger_From_England,12/04/2022,6,4902,8
DAMN! THE LAST SECONDS OF LIFE IS NEVER PRETTY,User404,12/04/2022,37,112860,84
"360° accident in Peterhof, Russia",Roger_From_England,12/04/2022,5,3252,6
Motorcyclist was hit in the face by a light street pole in Yulin city,Roger_From_England,12/04/2022,5,4172,6
Luo died in a nice accident in Hebei,Roger_From_England,12/04/2022,3,2522,3
Accident in Yinzhou,Roger_From_England,12/04/2022,7,1700,4
Mr.Liang gets dragged under a car in Hunan,Roger_From_England,12/04/2022,4,1390,3
A car collied into a motorcycle driver in Kaizhou,Roger_From_England,12/04/2022,4,1572,3
Biker gets Squished by Truck in Brutal Accident,KoeyYai,12/04/2022,21,38022,35
Chechnya Puppet Shot his Balls Away,-GIZMO-,12/04/2022,24,52480,35
Destroyed Z Tanks,-GIZMO-,12/04/2022,20,50602,49
Incredibly Brutal Mob Justice In Brazil,User404,12/04/2022,27,81128,35
Accident Motorized Bycicle ,Deibisgore,12/04/2022,2,1872,1
Guy Stabs Own Mother To Death,BruceLeroy,12/04/2022,26,55572,41
Mob Justice at its Finest Robber Beaten and Burned To Death,User404,12/04/2022,58,105362,95
Take His Money? He Takes Your Fingers [Brazilian Hospitality],jason2000,12/04/2022,40,206512,147
Pedestrians Destroyed At Crosswalk,BruceLeroy,12/04/2022,20,28786,20
Land Dispute Ends In Cold Blooded Murder (Best Quality),BruceLeroy,12/04/2022,19,56550,29
Final Destination Strikes Again In Brazil,User404,12/04/2022,44,129502,53
At Least 29 Shot or Hurt In Brooklyn Subway Shooting (Extended Version) ,Sthhlltt,12/04/2022,25,61884,41
"Terror attack on Brooklyn subway, 8 shot.",Badger,12/04/2022,69,208422,84
"Autopsy, necrotic tissue",Wutichai1234,12/04/2022,5,13244,8
Thief burned for multiple thefts in the same community.,jason2000,12/04/2022,5,4588,2
Eyes of death,jason2000,12/04/2022,5,9832,7
drug suspect killed ,Groper671,12/04/2022,7,7978,11
Soldier was brutally murdered,krakenbrutal,12/04/2022,8,13574,8
Cruel slaughter of Afghan migrants,krakenbrutal,12/04/2022,8,17622,6
female was stabbed,krakenbrutal,12/04/2022,6,6176,8
civilians killed,krakenbrutal,12/04/2022,4,15130,6
Problems are best fixed with a machete,krakenbrutal,12/04/2022,4,8186,13
Drug user pays debt,krakenbrutal,12/04/2022,8,12924,8
Suicidal Woman Swan Dives Off Bridge,BruceLeroy,11/04/2022,33,59468,26
Man was crushed by a car in Taiwan,Roger_From_England,11/04/2022,7,4680,5
Ukrainian blind felling,JEP75,11/04/2022,15,24126,27
Captured Thief Brutalized By Narcos at the Gun Point,User404,11/04/2022,70,231582,172
42 year old dead body was found floating in Gurla,Roger_From_England,11/04/2022,7,2468,4
Fishermen discover a body floating in the sea of Jaya,Roger_From_England,11/04/2022,5,3098,7
The discovery of a 19 year old dead woman named Nora Febyanti in Jambi city,Roger_From_England,11/04/2022,5,8728,5
Man crushed by by a truck in Shijiazhuang,Roger_From_England,11/04/2022,7,4324,8
Woman thrown a house brick onto a motorcyclist head in Yunyang,Roger_From_England,11/04/2022,11,5306,6
Car collided into a youth on his bicycle in Chenzhou,Roger_From_England,11/04/2022,3,2858,5
Man Falls To Death During Chopper Rescue Operation.,User404,11/04/2022,45,98204,65
Zebra crossing Accident in Yangzhou,Roger_From_England,11/04/2022,2,1558,4
Drinks at Busy Bar Interrupted With a Headshot (Action & Aftermath),User404,11/04/2022,45,132296,76
Poor biker crushed on a muddy street,jason2000,11/04/2022,5,4238,5
Drunk Argument Turns Into Brutal Stabbing ,jason2000,11/04/2022,35,92480,56
Man shot at,krakenbrutal,11/04/2022,6,3446,2
Drinks At Busy Bar Interrupted With A Headshot,BruceLeroy,11/04/2022,7,6080,6
shot to death,krakenbrutal,11/04/2022,6,5690,3
Group Of Ukrainian Soldiers Oblitered By Russian Tank (With Aftermath),BruceLeroy,11/04/2022,131,593344,667
Jump to your death,krakenbrutal,11/04/2022,7,11800,10
This is a modern Russian drone,nurgeld,11/04/2022,22,32704,26
Cyprus The Russians,nurgeld,11/04/2022,15,21890,23
CRAZY! RUSSIAN TANK PULVERIZE A WHOLE UKRANIAN SQUAD,Zyzzzz,11/04/2022,19,46852,33
The most angry fight of the year,jason2000,10/04/2022,13,27122,14
Russian shot by soldiers,jason2000,10/04/2022,18,39030,28
Last Day At Work In São Paulo,User404,10/04/2022,67,196190,98
Man Set Himself On Fire When He Saw His Wife Betrayed Him In Odessa ,User404,10/04/2022,41,46340,32
Clearly His Time To Go,BruceLeroy,10/04/2022,45,99048,59
BRAZIL: Instant Karma At Its Best (Full Video) ,User404,10/04/2022,52,121070,85
BRAZIL: Instant Karma At Its Best!,User404,10/04/2022,16,26650,30
Gang fight.,krakenbrutal,10/04/2022,9,11168,5
Good Instant Karma Video From Mexico ,jason2000,10/04/2022,21,46680,40
Unarmed Palestinian Woman Killed Running at Israeli Troops Near Bethlehem,krakenbrutal,10/04/2022,42,73696,31
Poor crusty old man,krakenbrutal,10/04/2022,13,15676,8
Don't cry pretty girl,krakenbrutal,10/04/2022,23,10338,14
Woman Pay the Price For Messing With Rival Faction,User404,10/04/2022,51,150012,95
Vietnamese teenager suicide [SUBTITLED],Constantin420,10/04/2022,18,19968,15
Thieves flogged on a muddy street,jason2000,10/04/2022,5,8320,7
Thief Attacked by Dog... Owner Just Films,jason2000,10/04/2022,46,125334,117
Agony is never pretty.,krakenbrutal,10/04/2022,16,13380,7
Friend if you convert and.  Contortionist,krakenbrutal,10/04/2022,9,6008,4
murdered man drowned,krakenbrutal,10/04/2022,7,8544,5
very stupid pedestrian,krakenbrutal,10/04/2022,8,4644,6
A family feud ended very badly,krakenbrutal,10/04/2022,9,9902,6
DAMN: Police Officer Shoots Driver 32 Times ,TheKiddd,10/04/2022,19,19062,13
Biker and Passenger Turned Epic Rag Dolled! ,TheKiddd,10/04/2022,42,75716,51
Women scared after hearing gunshots while broadcasting live sales,krakenbrutal,10/04/2022,7,6706,6
underwear thief on the pole,jason2000,10/04/2022,8,8366,5
Man was shot to death,krakenbrutal,10/04/2022,5,3356,4
brutal beating,krakenbrutal,10/04/2022,6,6204,4
A girl was dragged under a car in Sichuan,Roger_From_England,09/04/2022,3,3584,2
40-year-old car driver died in a Accident in Taiwan,Roger_From_England,09/04/2022,2,2776,3
A Truck fell of a hillside in Chongqing,Roger_From_England,09/04/2022,5,3870,5
accelerator pedal Accident In Zhejiang,Roger_From_England,09/04/2022,5,2472,3
steel tile frame roof falls onto a man in Tonghua,Roger_From_England,09/04/2022,3,3080,4
Accident in Longzhou,Roger_From_England,09/04/2022,2,2270,3
"A car fell of a cliff in Xiayang Town,",Roger_From_England,09/04/2022,5,2442,4
In Mexico a taxi driver dies by a bus driver,Roger_From_England,09/04/2022,4,2270,2
A Lexus car car crashed into A 40 year old woman in Kazakhstan,Roger_From_England,09/04/2022,2,3306,4
One person dies on a bus after it crashes into a Truck in South Korea,Roger_From_England,09/04/2022,4,3400,4
Biker flies when crossing closed sign.,jason2000,09/04/2022,7,4018,5
Young Driver Goes Bowling,BruceLeroy,09/04/2022,16,26306,40
Accident or hom8cide suicide?,Wendybell,09/04/2022,9,5940,6
Drug Dealers Break Hands And Kick The Shit Out Of People At Gunpoint,TheFriendlyPsychopath,09/04/2022,35,190562,76
Evil Woman Sets Homeless Man on Fire as He Slept ,User404,09/04/2022,65,137904,90
Until death do us part,krakenbrutal,09/04/2022,12,28898,15
Ever Seen What Ukrainian Artillery Does To Russians?,TheFriendlyPsychopath,09/04/2022,21,46914,34
Dead Russian Gets Stabbed In The Head,TheFriendlyPsychopath,09/04/2022,48,113378,67
Grandfather was killed.,krakenbrutal,09/04/2022,10,4952,3
Victim has body torn apart by bus,jason2000,09/04/2022,7,10396,8
Young man murdered inside his house,krakenbrutal,09/04/2022,10,9390,5
Deadly Stabbing In Brazil!,krakenbrutal,09/04/2022,17,63646,35
They deserved it for driving a shitty Toyota Yaris,MacGyver3271,09/04/2022,16,7716,8
many dead taliban,krakenbrutal,09/04/2022,9,7018,7
Man Chased And Gunned Down Inside Market,krakenbrutal,09/04/2022,10,48124,27
Destruction of enemy tanks,krakenbrutal,09/04/2022,19,26792,27
Young man decided to die after fighting with his girlfriend,krakenbrutal,09/04/2022,9,9180,5
Ashole does Parkour fail,krakenbrutal,09/04/2022,21,15540,18
Girl drowned,krakenbrutal,09/04/2022,5,9984,2
world but met death,krakenbrutal,09/04/2022,3,4244,4
Pretty Girl Dies Under the Truck Tires,krakenbrutal,09/04/2022,19,74550,26
Thief died in robbery,krakenbrutal,09/04/2022,3,3268,3
thief discipline,krakenbrutal,09/04/2022,4,3732,8
Man shot dead,krakenbrutal,09/04/2022,3,2476,2
Streamer Kills His Pregnant Girlfriend On Livestream,TheKiddd,09/04/2022,110,487124,271
Sicario Works In Brazilian Bar.,User404,08/04/2022,22,89134,48
Tragic accident with family in vazea grande,jason2000,08/04/2022,4,7382,8
Cruelly beaten man lying on the floor,jason2000,08/04/2022,5,6098,4
man with eaten face,jason2000,08/04/2022,7,8896,7
Man defends his wife with a machete,jason2000,08/04/2022,10,13768,11
Thief Sentenced and Executed in Favela,jason2000,08/04/2022,34,218670,120
Murder in Santa Rosa,krakenbrutal,08/04/2022,5,3944,6
Finding of murdered girl,krakenbrutal,08/04/2022,19,37854,10
Innocent civilians cruelly murdered,krakenbrutal,08/04/2022,14,28024,20
Short Yet Entertaining Show For The Crowd,BruceLeroy,08/04/2022,35,61022,52
Elimination of enemy soldiers,krakenbrutal,08/04/2022,30,60244,46
Biker Lost His Leg After Impact With Truck.,Gutsy,08/04/2022,28,43864,38
Dog Refuses To Abandon His Dead Owner Killed By Russian Troops (Full Video),Bernares,08/04/2022,79,145238,100
Body of young man drowned,krakenbrutal,08/04/2022,4,4868,4
Corpse swimming in sewage,krakenbrutal,08/04/2022,7,5434,4
Young man with knife embedded in his face,krakenbrutal,08/04/2022,8,5056,5
run over woman,krakenbrutal,08/04/2022,11,7898,11
Man concussing after strong blow,krakenbrutal,08/04/2022,4,4492,5
Poor baby gets run over,krakenbrutal,08/04/2022,5,6422,6
terrorist attack in iran,krakenbrutal,08/04/2022,9,7358,7
Innocent victims of Russian bombing,krakenbrutal,08/04/2022,22,26112,11
Innocent civilians killed by Russian attacks,krakenbrutal,08/04/2022,17,23666,13
destruction of enemies,krakenbrutal,08/04/2022,9,17144,8
Compilation of Mass Suicides in China,krakenbrutal,08/04/2022,46,121094,60
Man dead shot,krakenbrutal,08/04/2022,4,3004,3
His last Meal..,krakenbrutal,08/04/2022,29,76958,34
Dramatic Video Released of ISP Trooper Shooting Double Homicide Suspect,User404,07/04/2022,52,117276,84
Fun at the Bar Ends with a Fatal Stab to the Neck,User404,07/04/2022,22,78430,65
Brazilian Biker Gets Destroyed,jason2000,07/04/2022,27,36470,26
An ambulance nearly squashed a man in Hong Kong,Roger_From_England,07/04/2022,5,5334,4
Psychopath kills his own mother and tries to kill himself,jason2000,07/04/2022,12,44934,27
fishermen looking for food discover a dead body instead in Kupang,Roger_From_England,07/04/2022,2,2818,2
The discovery of human bones from first karabakh war in Azerbaijan,Roger_From_England,07/04/2022,6,8396,7
Accident in zhejiang,Roger_From_England,07/04/2022,3,3472,1
Karma Comes Quick & Painful...,Nobysuker1,07/04/2022,30,87806,47
He Saw That SUV Too Late,User404,07/04/2022,15,28410,13
Out of control car killed three in Dongying,Roger_From_England,07/04/2022,6,6158,7
Motorcyclist collied into a car in Anhui,Roger_From_England,07/04/2022,3,2382,3
Zebra crossing accident in Liuzhou City,Roger_From_England,07/04/2022,4,2030,4
Unlucky motorcyclist Luo gets hit twice in Guangdong,Roger_From_England,07/04/2022,3,2154,9
A woman was crushed by a car in Hangzhou,Roger_From_England,07/04/2022,3,2986,6
 Man Sets His Son on Fire Over Financial Dispute; Son Succumbs Later,User404,07/04/2022,56,100900,79
Fatal motorcycle accident victim,krakenbrutal,07/04/2022,5,3678,2
Terrible Aftermath of the Bayraktar drone strike!,Vidz,07/04/2022,22,40130,37
young girl was killed,krakenbrutal,07/04/2022,4,16748,7
Train Ride From Hell...,BruceLeroy,07/04/2022,33,74902,67
He Never Saw It Coming Literally,Puligore,07/04/2022,44,76970,50
prisoners are brutally punished ,Puligore,07/04/2022,14,23234,16
WTF...what the hell is that? ,Puligore,07/04/2022,14,15004,6
shocking motorcyclist crushed by truck ,Puligore,07/04/2022,9,12480,10
"Time of pain, young man has leg amputated on the train line",jason2000,07/04/2022,5,11782,5
Tied hands man is brutally beaten.,Puligore,07/04/2022,4,12080,8
Thief was burned and left on an African Highway,jason2000,07/04/2022,3,3428,2
Victim with serious leg injury.,jason2000,07/04/2022,2,2936,1
Victim bypassed in accident,jason2000,07/04/2022,6,7986,10
Pro Ukrainian Protesters Get Beat Up,Azarov,07/04/2022,33,32356,40
Ukrainian Soldiers Call The Girlfriend Of A Dead Russian Soldier.,stinkhorn,07/04/2022,66,85830,100
Maryland Rapper Who Was Gunned Down Has His Corpse Up On Club Stage,stinkhorn,07/04/2022,15,11654,12
fuck you asshole,jason2000,07/04/2022,10,13656,13
Because One Gunman Wasn't Enough...,MacGyver3271,06/04/2022,17,30476,21
Poor Girl Takes Her Last Gasping Breathes,jason2000,06/04/2022,54,245400,79
Movie Style Robbery In Brazil,craniumred,06/04/2022,61,100292,94
Woman Jumps From Train Station Platform,BruceLeroy,06/04/2022,20,24000,28
suicide attempt man sticks a knife in his stomach ,Puligore,06/04/2022,14,18972,9
Road Rage Incident Turns Into Brutal Murder,User404,06/04/2022,74,121370,142
SHOCKING New ISIS Video Shows Multiple Executions In Africa,Puligore,06/04/2022,71,229832,165
Rescue Operation Failed In Mexico,jason2000,06/04/2022,27,57558,40
Elderly man assaults a man lying on a grass,jason2000,06/04/2022,11,10482,8
Robber lynched in a Haitian community,jason2000,06/04/2022,10,8562,10
Russian soldiers raped and killed children under Putin's command.,CrazyDirver69,06/04/2022,45,103962,38
A criminal gang of pro-Russian saboteurs was arrested and beaten by Uk,Puligore,06/04/2022,22,27134,28
Attempt to rape a girl ends in lynching,Puligore,06/04/2022,13,53768,23
Bad Day At Work? Can't Be Worse Than This Guy (CRUSHED),Puligore,05/04/2022,41,102838,84
Colombia brutal punishment to thief ,Puligore,05/04/2022,12,16804,14
Couple Dies in Motorbike Accident with Aftermath ,scan_me2,05/04/2022,15,35838,26
A Wave To The Crowd Before The Jump,BruceLeroy,05/04/2022,31,43780,34
Woman Biker Flattened Under Truck,BruceLeroy,05/04/2022,26,52154,39
Man Is Removed From Car and Brutally Executed on the Street,jason2000,05/04/2022,29,36286,20
When DEATH Isn't Enough,jason2000,05/04/2022,87,354590,194
Ukrainian tank against a column of Russian equipment,nurgeld,05/04/2022,28,37344,35
It happened in Rio de Janeiro an hour ago RJ - Jesuits. militia war,jason2000,05/04/2022,5,7022,10
Man crushed by truck dies in hospital,jason2000,05/04/2022,8,5056,6
Drunk girl beaten up in her dorm room,MacGyver3271,05/04/2022,35,145434,62
Two City Power Security Guards Riddled with Dozens of Bullets In Newtown.,RunningWithScissors,05/04/2022,66,182676,171
A child's legs were crushed in Bozhou,Roger_From_England,05/04/2022,9,5610,5
Fishermen discover a floating dead woman in the waters of Mbuli Beach,Roger_From_England,05/04/2022,6,4208,5
TILL DEATH DO US PART: BRAZILIAN STYLE,Puligore,05/04/2022,27,141450,77
Accident in Guangdong,Roger_From_England,05/04/2022,8,5770,6
Woman with a bloody nose after a kempo karate accident in Sumbawa,Roger_From_England,05/04/2022,6,7492,8
SBU severely detained bandits,nurgeld,05/04/2022,13,15272,7
Man hits his head on a truck until someone gave him money in Hebei,Roger_From_England,05/04/2022,8,3364,5
businessman is shot dead ,Puligore,05/04/2022,6,7692,9
"Nightclub Blast In Azerbaijan Capital Kills 1, Injures 31, (Full Video)",Roger_From_England,05/04/2022,9,60586,22
Guard killed in robbery,jason2000,05/04/2022,7,10262,9
Shooting death in India.,Razzia,05/04/2022,3,4422,4
lynched robbers lying in the middle of the street,jason2000,05/04/2022,6,7568,7
man in agony with his leg shattered after an accident ,Puligore,05/04/2022,5,11698,6
Ukrainian Marines Killed In Mariupol,Azarov,05/04/2022,24,59118,22
Ukrainian soldiers torture and kill Russian soldiers by shooting,null,05/04/2022,72,204706,76
happy ending for thief receives a good punishment ,Puligore,04/04/2022,13,16634,18
Friendly Reminder - Don't Commit Murder In Front of a Cop,User404,04/04/2022,25,66824,50
"Look, Instantly Crispy after Russian Bombing",krakenbrutal,04/04/2022,36,115436,49
ouch my head hurts,krakenbrutal,04/04/2022,9,8428,4
family suicide,krakenbrutal,04/04/2022,6,13910,8
Depressed Student Says Fuck It,BruceLeroy,04/04/2022,80,206758,98
The Russian army fired cluster rocket on civilians in Nikolaev,KO-mers,04/04/2022,26,31568,11
Man Touches Box Truck Connected To Live Wires And Dies Electrocuted,User404,04/04/2022,45,107902,81
Accident With Friends on Jet Ski Ends In Tragedy In Brazil.,jason2000,04/04/2022,55,164036,87
Louisville Police Officer Kills Man Armed With a Knife,User404,04/04/2022,41,137426,102
Drunk Driver Crashes Into Bakery,BruceLeroy,04/04/2022,14,24408,34
Policeman kills two bus thieves.,craniumred,04/04/2022,10,11428,13
Cctv. motorcycle hits woman ,Puligore,04/04/2022,16,9960,11
Murderer of several stabs to his ex-partner ,Puligore,04/04/2022,22,63780,27
two people are killed with multiple shots ,Puligore,04/04/2022,7,7994,6
Elimination of terrorist operatives in israel,haimmal,04/04/2022,10,9410,15
(Fake) Ukrainian Soldier Gets Taken Out By Russian Tank,Azarov,04/04/2022,40,73818,33
PULLED OUT THE EYES OF A HOMELESS MAN TO STEAL HIS COINS Tijuana.,Puligore,04/04/2022,16,24368,13
Crash Caught On Cam,Gutsy,03/04/2022,55,104228,91
Girls greeting each other ! ,MacGyver3271,03/04/2022,19,27598,15
"Unarmed and surrendered boy was murdered by police in vitoria ,brasil",jason2000,03/04/2022,15,12442,12
U-turn accident people queuing for nucleic acid testing get crushed in Jiangsu,Roger_From_England,03/04/2022,14,8828,8
Drunk Argument Turns Into Ruthless Murder (Two Angles),User404,03/04/2022,32,114188,72
Two died in a Accident in Thailand,Roger_From_England,03/04/2022,4,6830,8
The discovery of a dead body on the island of Java,Roger_From_England,03/04/2022,6,3888,5
Nice Demolition accident happened in Taiwan,Roger_From_England,03/04/2022,12,11794,9
360° Accident in Hebei,Roger_From_England,03/04/2022,7,4384,3
A Message From Favela Gang to Local Thieves,Puligore,03/04/2022,19,123574,65
Two motorcyclists were crushed by a truck in Cambodia,Roger_From_England,03/04/2022,7,2764,2
Ambulance Vs Truck accident in Guangdong,Roger_From_England,03/04/2022,5,5198,8
Police shoot dead a robber in Pakistan ,Roger_From_England,03/04/2022,7,5258,4
Cops Shot Dead Drunk Man In Philippines,krakenbrutal,03/04/2022,22,39908,33
Lard-icide: Fat on fat crime.,jason2000,03/04/2022,14,9220,6
Bodies of young dead in the lake,krakenbrutal,03/04/2022,5,5122,1
Bad place to turn,krakenbrutal,03/04/2022,10,8590,6
Digging up a woman's corpse,krakenbrutal,03/04/2022,5,13560,7
Businessman Murdered In Cold Blood In Guatemala.,jason2000,03/04/2022,18,47494,23
Thief dying in the street.,jason2000,03/04/2022,11,11946,11
get out of my way,krakenbrutal,03/04/2022,10,6102,12
Waiting for death after being shot,krakenbrutal,03/04/2022,10,12690,7
brutal alley murder,krakenbrutal,03/04/2022,6,8258,4
motorcyclist loses arm after accident ,Puligore,02/04/2022,8,10846,8
A FEW DEAD RUSKIES! ROT IN HELL! SLAWA UKRAJINI! (REUPLOAD),-GIZMO-,02/04/2022,88,155208,178
Another Bulls Revenge,jason2000,02/04/2022,20,10818,19
"Victim of shocking accident in Aracaju, Brasil",jason2000,02/04/2022,5,7126,4
Taxi driver twist a woman's arm in Shaanxi,Roger_From_England,02/04/2022,8,10528,4
MR Zhang received a zebra crossing Accident in Fuyang,Roger_From_England,02/04/2022,12,6370,9
gas tank explosion in Guangdong,Roger_From_England,02/04/2022,9,12164,9
Accident in Zhoushan City,Roger_From_England,02/04/2022,6,2282,3
BBQ on the road,krakenbrutal,02/04/2022,11,16406,4
Spectacular destruction of the BMP-3 aggressor,krakenbrutal,02/04/2022,19,34510,29
soldiers to the bbq,krakenbrutal,02/04/2022,7,12854,4
New Episode Of Brazilian Gang Wars In Rio,User404,02/04/2022,58,194972,95
Russian soldier was eliminated,krakenbrutal,02/04/2022,17,63606,38
A man was ejected from his car in Zhoushan city,Roger_From_England,02/04/2022,5,1766,2
Women beaten with sticks,krakenbrutal,02/04/2022,9,8572,8
Child was ran over in Zhejiang,Roger_From_England,02/04/2022,3,3460,6
Suicide Jumper Takes 'Romeo & Juliet' To A New Level,krakenbrutal,02/04/2022,48,150352,83
Woman jumps from the 33rd floor,krakenbrutal,02/04/2022,10,8130,3
An ornament among the trees,krakenbrutal,02/04/2022,9,4242,8
Pool Game Interrupted With Bullets,BruceLeroy,02/04/2022,23,50718,34
Man shot in the head,krakenbrutal,02/04/2022,7,3506,3
zombies are real,krakenbrutal,02/04/2022,36,14654,18
"Damn, drink if Adult supervision",krakenbrutal,02/04/2022,14,11298,13
another motorcycle accident,krakenbrutal,02/04/2022,7,3924,6
30 Days Into A Hanging Isn't A Pretty Sight,krakenbrutal,02/04/2022,62,293966,167
violent assault in Brazil bakery workers are tortured and beaten,jason2000,02/04/2022,10,10414,14
Bloody Mess... Pretty Bad Day... Last Breath.,jason2000,02/04/2022,25,86798,50
There's Just No Mercy For Rival Gang Member In Rio ,InnerInsanity,01/04/2022,25,116770,78
Thief lynched to death,jason2000,01/04/2022,10,11522,8
Air attack victim,jason2000,01/04/2022,12,36188,10
"Deceased Russian soldier, not identified",DuardoMC,01/04/2022,9,24496,19
Molten Plastic Torture In Africa.,Razzia,01/04/2022,17,54690,33
The Russian army killed civilians in the city of Bucha,KO-mers,01/04/2022,28,43498,27
Ukrainian Colonel Caught With Transvestite,Azarov,01/04/2022,87,144658,69
Man defends himself with cement blocks against thieves in Ecuador.,AVENGERTBM,01/04/2022,8,8378,13
Young man died by explosive device,krakenbrutal,01/04/2022,7,13972,8
Youth massacred in front of their family,krakenbrutal,01/04/2022,7,33650,9
A Very HARD Landing In China.,krakenbrutal,01/04/2022,43,79118,59
Another Night Of Atrocities In The Favelas,Puligore,01/04/2022,34,80472,40
Man goes into coma after a nice Accident in Jinhua,Roger_From_England,01/04/2022,4,2358,2
The discovery of a dead floating Covid-19 body in Malaysia,Roger_From_England,01/04/2022,5,2528,5
A woman died after being crushed by a truck while inside her car in Xinzhou City,Roger_From_England,01/04/2022,5,4516,6
Brazilian Hitmen Record Themselves Murdering A Rival,TheFriendlyPsychopath,01/04/2022,43,128698,79
Looks like a alien. The discovery of a dead body in Sulawesi,Roger_From_England,01/04/2022,7,3628,2
Truck crashed into a house in Taiwan,Roger_From_England,01/04/2022,5,2298,5
Man Gets Shot In The Face By Gang Members,TheFriendlyPsychopath,01/04/2022,27,68682,47
Man Gets His Face Smashed With An Iron Bar,TheFriendlyPsychopath,01/04/2022,87,360894,173
A little of SNOW Can Also Kill...,krakenbrutal,01/04/2022,40,110930,48
Ukrainian air attack,krakenbrutal,01/04/2022,31,56722,53
"Man dies after being run over in Serra, Brazil.",jason2000,01/04/2022,4,5282,7
Bus accident sri lanka hungama,sunandaBlk,01/04/2022,8,4474,7
He was shot in the face,krakenbrutal,01/04/2022,8,8588,9
Triple murder,krakenbrutal,01/04/2022,11,4958,6
Friend with the guts out,krakenbrutal,01/04/2022,11,6992,5
Man strangled on a dark street,jason2000,01/04/2022,12,45054,14
Car crashed into a laundry shop in Guangdong,Roger_From_England,31/03/2022,4,2754,3
Accident in Anhui,Roger_From_England,31/03/2022,5,2946,4
electric three wheel tricycle crashes into a woman in Changde City,Roger_From_England,31/03/2022,8,3110,5
A child was crushed by a car in Jiangxi,Roger_From_England,31/03/2022,4,4672,3
Motorcyclist gets hit hard in the face by a truck in Sichuan,Roger_From_England,31/03/2022,6,3018,4
Car collided into a motorcyclist in Qingfeng County,Roger_From_England,31/03/2022,4,2244,4
Car parking Accident in Guangdong,Roger_From_England,31/03/2022,12,5614,11
A Passenger Fell From a Moving Bus In Chizhou,Roger_From_England,31/03/2022,29,34598,27
"Gang Members Gunned Down By Rivals In Manaus, BR",InnerInsanity,31/03/2022,11,44700,24
Soldier Lost His Head,Vidz,31/03/2022,21,33766,26
Slow-motion beating ,amine666,31/03/2022,12,18544,16
HOLY SHIT! Trailer Delivers Death,User404,31/03/2022,65,296420,240
2 Greengrocers suffer serious accident,jason2000,31/03/2022,11,5146,6
Assault foiled by police,krakenbrutal,31/03/2022,7,5268,8
This friend must smell really bad,krakenbrutal,31/03/2022,7,3720,4
The Great Karma Delivery...,krakenbrutal,31/03/2022,16,40942,34
Man Shot Dead After Charging At Deputy With a Wooden Stake,User404,31/03/2022,58,116208,116
Azov Helicopter Shot Down,Azarov,31/03/2022,21,25504,16
STILL WANT TO VISIT BRAZIL?,jason2000,31/03/2022,45,165928,62
Mother and child killed on scooter.,dian21guns,31/03/2022,13,8132,7
Severed head,Razzia,30/03/2022,12,15300,6
Reason to Stay the Fuck Away From Heavy Machinery...,InnerInsanity,30/03/2022,103,269666,149
Police Shoot a Threatening Man Armed with a Knife In Villeneuve-Saint-Georges,User404,30/03/2022,18,43874,35
Young innocents are killed by Taliban,krakenbrutal,30/03/2022,12,12890,10
Pick a high place to die,krakenbrutal,30/03/2022,14,14722,12
Final Destination: Falling Tree Branch Edition,User404,30/03/2022,32,79906,44
That's What Left Of Suicidal Man That Ended It All By Throwing Himself In Front The Truck,User404,30/03/2022,25,95472,69
Brutal: Dude Takes a Shovel to the Head (Action & Aftermath) ,jason2000,30/03/2022,30,119046,55
"Cyclist has his head crushed in colatina, Brazil",jason2000,30/03/2022,10,7008,9
Mother and son victims of brutal accident,krakenbrutal,30/03/2022,8,5324,4
Get out of my way motherfucker,krakenbrutal,30/03/2022,14,9110,12
Woman fell to the train tracks,krakenbrutal,30/03/2022,11,9130,8
"How romantic, they died as a couple?",krakenbrutal,30/03/2022,11,9564,7
Very fucked up work day,krakenbrutal,30/03/2022,14,14040,11
Brutal accident on Brazilian highway(full video) ,krakenbrutal,30/03/2022,7,8276,9
Some meat on the road,qwertyuiop163829,30/03/2022,15,9418,14
Hebrew terrorist killed 5 people (full video),jason2000,29/03/2022,27,82994,50
A gore mess on the brazil road,jason2000,29/03/2022,7,5448,5
First aid to wounded soldier,krakenbrutal,29/03/2022,32,43974,26
Soldiers Caught MS 18 Gang Members and Beat Them Cruelly.,User404,29/03/2022,37,83586,74
Smile for the Camera - Extended Version,Razzia,29/03/2022,81,319198,236
Woman Dies After Collapsing During Workout In A Gym,User404,29/03/2022,55,163870,74
Evil Man Brutally Hacks Wife And Mother In Law In Broad Daylight (Two Angles),User404,29/03/2022,51,165206,83
CCTV Footage Of Terrorist Attack In Bnei Brak,BruceLeroy,29/03/2022,16,56226,32
Zebra crossing accident in Bazhong City,Roger_From_England,29/03/2022,9,3122,3
Accident in Xiangdong District,Roger_From_England,29/03/2022,5,2338,2
Old man was hit by a car in Yunmeng County,Roger_From_England,29/03/2022,8,2806,2
Smile For The Camera,BruceLeroy,29/03/2022,16,51392,40
Woman was hit by a truck in henan,Roger_From_England,29/03/2022,8,3292,4
Old lady was crushed by a truck in Sichuan Province,Roger_From_England,29/03/2022,6,2872,2
